theta1,theta2,theta3,theta4,pulsos1,pulsos2,pulsos3,pulsos4,velocidad1,velocidad2,velocidad3,velocidad4
2.559715550631836e-09,0.7000285387039185,-0.7000747323036194,-0.5599913001060486,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,6.505245919825628e-05,0.023435785968594282,-0.012719100786541825,-0.01464004429733815
2.559715550631836e-09,0.7000652551651001,-0.7000935077667236,-0.560013473033905,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,2.7752550689776377e-05,0.007456107862474956,-0.005093381307044701,-0.005386971079184192
2.559715550631836e-09,0.7000688314437866,-0.7000946998596191,-0.5600149035453796,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,9.51576534764325e-05,0.011760702257736316,-0.00954387579595314,-0.009548841633006898
2.559715550631836e-09,0.7000688314437866,-0.7000946998596191,-0.5600149035453796,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.0001709703698845532,0.016145296666170268,-0.014236538392412061,-0.013899134033240043
2.559715550631836e-09,0.7000956535339355,-0.7001166939735413,-0.5600371360778809,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.00027024978145458043,0.024198337666098652,-0.021030188994681252,-0.020617838642838098
2.559715550631836e-09,0.700137734413147,-0.700150191783905,-0.5600737929344177,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.0003526058578039501,0.028931809717272532,-0.026041485994058103,-0.025276404680621218
2.559715550631836e-09,0.7001889944076538,-0.7001896500587463,-0.5601187944412231,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.00046804331552681547,0.03394109232332495,-0.03142862141699791,-0.030264993610820207
2.559715550631836e-09,0.7002496123313904,-0.7002351880073547,-0.5601729154586792,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.0005943169361316621,0.041766272007072607,-0.03815320914649669,-0.03688009947109408
2.559715550631836e-09,0.700323760509491,-0.7002871632575989,-0.5602385997772217,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.0007246683789788361,0.047364210033777554,-0.04419524397638181,-0.04247079837798989
2.559715550631836e-09,0.7004087567329407,-0.700343132019043,-0.5603147745132446,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.0008636339388792956,0.05320134748767216,-0.050520182255241,-0.04831812656600205
2.559715550631836e-09,0.70050448179245,-0.7004029750823975,-0.5604022145271301,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.0010114713209903022,0.05947641244048564,-0.057307414844553775,-0.054596251649645926
2.559715550631836e-09,0.7006108164787292,-0.7006034851074219,-0.5605009198188782,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.00115839663536172,0.06610835092915068,-0.06451840909108855,-0.06125310193976785
2.559715550631836e-09,0.7007290124893188,-0.700625479221344,-0.560679018497467,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,-6.361291506928486e-05,0.0495682315702858,-0.07635962397693008,-0.0654293127709278
2.559715550631836e-09,0.7008224725723267,-0.70075923204422,-0.5607292056083679,0.6394784450531006,1.5725150108337402,-1.4396114349365234,-1.3831576108932495,0.00012266080666505376,0.057112076593741665,-0.08519961909697905,-0.07344616190301716
